,placename,aint,am_not,amnt,arent,ent,int,m_not,longitude,latitude
159,Falkirk,0.12630803620470962,0.3679868384701926,0.12423002636475708,0.02433293508478696,0.010655980496027562,0.01,0.7414787354054555,-3.7839131,56.00188000000001
160,Kingsbridge,0.2278158559903133,0.3637557070154178,0.01,0.027071937621198968,0.01,0.01,0.6505600923123068,-3.777493,50.28395
161,Pitlochry,0.13504223124613748,0.42999348491414296,0.0487023377948382,0.01,0.01,0.01,0.6960036527551845,-3.729711,56.70436
162,Colwyn Bay,0.2056728712940285,0.15853796604852582,0.01,0.01,0.01,0.01,0.8546606538852073,-3.72764,53.29318000000001
163,Totnes,0.14966242587815004,0.4153124956223538,0.01,0.03613119957480066,0.01,0.01,0.6823144177800539,-3.685797,50.43374
164,Grantown-on-Spey,0.13542222293200454,0.42430834337464907,0.14290576042247946,0.03148982045670752,0.01,0.01,0.6842754811673918,-3.609628,57.33041
165,Dumfries,0.21627595565344104,0.3232513700166884,0.07758775507523896,0.13487438259236406,0.029948324667861518,0.01,0.6492065478311299,-3.60512,55.07086
166,Whitehaven,0.2527764509686352,0.35197435577696584,0.01,0.10142160484816742,0.01,0.01,0.611268138403505,-3.589233,54.5497
167,Dartmouth,0.1493736089676489,0.41893092883721217,0.01,0.03602326619802238,0.01,0.01,0.6796312092778447,-3.578807,50.35252
168,Bridgend,0.6000248746467823,0.2995455974485297,0.01,0.01,0.016701623378242738,0.01,0.34252699208410503,-3.576945,51.50429000000001
169,Paignton,0.08544276629301459,0.5413768808377706,0.01,0.03166334156074347,0.01,0.01,0.6435984605700185,-3.564235,50.43508
170,Workington,0.3135978660069561,0.5013482576336391,0.01,0.08454852812404264,0.04443101261582461,0.01,0.4239660477169809,-3.542752,54.64357
171,Llanidloes,0.16417586278486673,0.36545314293758496,0.01,0.07423446238861714,0.01,0.01,0.697142273095032,-3.540195,52.44779000000001
172,Exeter,0.0592887690001892,0.5630247864914275,0.01,0.03348190747394382,0.01,0.01,0.6507559120855188,-3.533899,50.71841
173,Torquay,0.08291765088481631,0.5471463028323056,0.01,0.03175671397639108,0.01,0.01,0.6412581754755325,-3.525315,50.46192
174,Thurso,0.209196360171335,0.5878437729718782,0.15092575063283845,0.012093474684020332,0.01,0.01,0.4818857157594794,-3.5220800000000003,58.59356999999999
175,Livingston,0.0890361364737333,0.36351790752987295,0.15313715893946214,0.01,0.01,0.01,0.7878450368284456,-3.518068,55.90071
176,Rhyl,0.18165896472107249,0.1849601183508864,0.01,0.01,0.01,0.01,0.8563790917974449,-3.4916339999999995,53.31914
177,Tiverton,0.055375803163145235,0.5673970360378172,0.01,0.042076309834819,0.01,0.01,0.6479313312592356,-3.491207,50.90205
178,Tiverton,0.055375803163145235,0.5673970360378172,0.01,0.042076309834819,0.01,0.01,0.6479313312592356,-3.491207,50.90205
179,Minehead,0.3097654282093012,0.6473012227096097,0.01,0.03890218480398292,0.01,0.01,0.33152478648480543,-3.481152,51.20428
180,Dunfermline,0.1882657483372944,0.4534285036498949,0.04395284794252132,0.01,0.01,0.01,0.6242294969533305,-3.452151,56.07174000000001
181,Perth,0.19805716426123024,0.3778920884076713,0.2752099525242162,0.02021451510006641,0.01,0.01,0.6581789143178628,-3.4308381000000003,56.39499
182,Prestatyn,0.1892136949932756,0.2348498992653363,0.01,0.01,0.01,0.01,0.8061011710022439,-3.407613,53.33651
183,Builth Wells,0.20098453271233827,0.6206890375011279,0.01,0.07026280563854519,0.01,0.01,0.4498935409086612,-3.404592,52.15002
184,Braemar,0.059792166034879635,0.4260682432852935,0.3698625513137453,0.08150060060242648,0.01,0.01,0.7278783357420768,-3.3979439,57.00646999999999
185,Brecon,0.7147155797075146,0.2704735482232325,0.01,0.01,0.01,0.01,0.25636533665239913,-3.391463,51.94895
186,Merthyr Tydfil,0.8779167822079491,0.07441941215416027,0.01,0.010888722001814562,0.01,0.01,0.25732915202396434,-3.381646,51.74873
187,Llandrindod Wells,0.19242455698689628,0.3571071962418725,0.01,0.08016585112684667,0.01,0.01,0.6741024051444237,-3.377742,52.2417
188,Corwen,0.278899185573092,0.31910486348747924,0.01,0.010078250047823274,0.01,0.01,0.6452404810097798,-3.369242,52.98005
189,Cockermouth,0.2038834453418352,0.3299786497168796,0.01,0.11686934399205702,0.02489833494077885,0.01,0.6672955187838933,-3.367985,54.66326
190,Lockerbie,0.2054330293690212,0.2719334143068713,0.08177689723492353,0.1141256914247557,0.03156530417225771,0.01,0.7094149191741945,-3.349008,55.12224000000001
191,Blairgowrie,0.1175432559944753,0.2565501644387461,0.3843740455173791,0.011682519050572415,0.010232114660018577,0.01,0.8338483552571871,-3.3378318,56.58941
192,Elgin,0.19543187274634005,0.611075898568587,0.31330649586372944,0.03068367169609398,0.01,0.01,0.4610839245339251,-3.318485,57.64945
193,Newtown,0.15238498984446566,0.29812167112296706,0.01,0.0808074988526065,0.01,0.01,0.7624601076913222,-3.313106,52.51211
194,Ruthin,0.256515391066711,0.08798121671122963,0.01,0.01461054539648008,0.01,0.01,0.8579953213402475,-3.3103108,53.11487
195,Ruthin,0.256515391066711,0.08798121671122963,0.01,0.01461054539648008,0.01,0.01,0.8579953213402475,-3.3103108,53.11487
196,Sidmouth,0.07595023328450354,0.5520052892300832,0.01,0.03350002137958852,0.01,0.01,0.6434733269588431,-3.23756,50.67865
197,Barrow-in-Furness,0.22298107639468606,0.4412206979018759,0.06929591041923004,0.01,0.01,0.01,0.5957926450093177,-3.218894,54.10896999999999
198,Peebles,0.2531781232804917,0.4565908578900628,0.2293464097585648,0.03369156108409696,0.01,0.01,0.5359186001083225,-3.193642,55.65306999999999
199,Edinburgh,0.059432499935877625,0.4868110273741539,0.2478488301470273,0.014962854696047996,0.01,0.01,0.7063419815623755,-3.188267,55.95325
200,Cardiff,0.2161389031248654,0.2888186704861559,0.028154391296448464,0.01792245236098814,0.01,0.030893576792248013,0.7256784677532594,-3.17909,51.48158
201,Llangollen,0.3095291674591225,0.3381439790341461,0.01,0.0199992807528646,0.01,0.01,0.5956531831220547,-3.17166,52.96921
202,Kirkcaldy,0.07937780474950894,0.4440135500925593,0.20195696714820147,0.010230339064723629,0.01,0.01,0.7262974492802914,-3.158137,56.11682
203,Welshpool,0.1527443655779411,0.3604384558626473,0.01,0.016733745408344873,0.01465622287107927,0.01,0.7300294875921899,-3.146407,52.66035
204,Mold,0.17221327735085976,0.2049070285536211,0.01,0.01,0.01,0.01,0.8491079692916383,-3.141903,53.1672
205,Mold,0.17221327735085976,0.2049070285536211,0.01,0.01,0.01,0.01,0.8491079692916383,-3.141903,53.1672
206,Taunton,0.19731276383942592,0.5179675825678624,0.01,0.023014939666193814,0.01,0.01,0.553920646186147,-3.106849,51.01534
207,Wick,0.2139047339743636,0.6024012121688118,0.14668188681118824,0.011753419637346654,0.01,0.01,0.4654702874538749,-3.093716,58.43894
208,John o' Groats,0.21370254277931106,0.6017521148767861,0.14661787718302002,0.011748290657583312,0.01,0.01,0.4662153578104878,-3.0688997,58.63734
209,Dalkeith,0.04736481186007673,0.4760807705300414,0.2302053725287511,0.011661291304187443,0.01,0.01,0.7290446574156949,-3.066606,55.89312
210,Oswestry,0.26466575782256824,0.3508025818754767,0.01,0.014714355074605525,0.012887543439002086,0.01,0.6286636207935773,-3.056412,52.85715
211,Blackpool,0.2273857278568459,0.10171204147241396,0.01,0.01,0.01,0.2255900349344485,0.8724687906266329,-3.0356748,53.81751
212,Birkenhead,0.1401962193440546,0.11346801671554704,0.017329669874544117,0.017820403136312515,0.01244921463020678,0.01,0.9470264528633152,-3.023009,53.38999
213,Cupar,0.13475622120239394,0.2962135340631975,0.27514702417072434,0.01,0.01,0.01,0.7942918058499479,-3.010137,56.32023
214,Southport,0.1370185558089801,0.24580589912662945,0.01,0.012859978646773858,0.01,0.01,0.8452555734605947,-3.010113,53.64571
215,Bridgwater,0.21144959665808635,0.5134612191638598,0.01,0.02113399786388479,0.01,0.01,0.5445337149112467,-3.003632,51.12789
216,Langholm,0.20461971552889355,0.2499664141238427,0.07965610890951877,0.11116597395529114,0.03074669463065257,0.01,0.7298183843244841,-2.998913,55.15306
217,Newport,0.4974867411841396,0.30485136211683106,0.01,0.01,0.025168233876686614,0.01,0.43815008582637455,-2.997664,51.58415
218,Axminster,0.1981949910978769,0.4253236128344206,0.01,0.01,0.022410811145915727,0.01,0.6355622081210769,-2.994937,50.78273
219,Wrexham,0.2096401354845547,0.26796304703928725,0.01,0.01,0.01,0.01,0.7577499257317689,-2.992494,53.04304000000001
220,Liverpool,0.12808149205293748,0.09706639715292817,0.0195422327626018,0.02009561974391572,0.012362407082803941,0.01,0.9717217143113692,-2.9915726,53.40837
221,Weston-super-Mare,0.21686462336445564,0.30155443472501725,0.02900089191782312,0.017751264887553644,0.01,0.01,0.7153181689227334,-2.977255,51.34741
222,Dundee,0.10598554657196878,0.2543933196601499,0.34773226562138465,0.010568842575500179,0.01,0.01,0.8495521458503882,-2.970721,56.46202
223,Kirkwall,0.2162207862033788,0.6055585141746176,0.14674595141942473,0.0117585529246884,0.01,0.01,0.4605528231002374,-2.9622491,58.98467
224,Ambleside,0.2359402834257905,0.2842376718018036,0.05627437973150106,0.0165336939289061,0.01,0.01,0.7114199226082045,-2.961333,54.42874000000001
225,Orkney Islands,0.2162207862033788,0.6055585141746176,0.14674595141942473,0.0117585529246884,0.01,0.01,0.4605528231002374,-2.9605206,58.98094
226,Lyme Regis,0.29487625831110825,0.4169084275632453,0.01,0.042060718824001975,0.01841940510584176,0.01,0.5330319300856559,-2.936639,50.72516
227,Carlisle,0.17657601938867407,0.3115746229942343,0.01,0.10219695038482304,0.02826600900930587,0.01,0.7140802058686703,-2.932931,54.89247
228,Chester,0.16858854769326362,0.2434209000371799,0.01,0.01,0.01,0.01,0.8206453264506657,-2.893075,53.19339
229,Forfar,0.12478913413483896,0.2647748575097674,0.37035305416029535,0.02040217125341815,0.01,0.01,0.8177548355543743,-2.889062,56.64356
230,Morecambe,0.1842789328679741,0.5777060054302335,0.08487721962026708,0.01,0.01,0.01,0.5200629297885818,-2.864968,54.07417
231,Selkirk,0.2628309380597097,0.3459818317059397,0.20566751514412693,0.01510653612757071,0.01,0.01,0.6262364108241535,-2.838524,55.55066
232,Galashiels,0.2148950739972348,0.3562713959254648,0.3576811802128486,0.013136064807999571,0.01,0.01,0.6577605286560749,-2.814449,55.62373
233,Lancaster,0.18209141577875307,0.5782251225109422,0.08824909406088496,0.01,0.01,0.01,0.5215119961103507,-2.8007399,54.04657
234,St Andrews,0.13675093558192394,0.2768035385849473,0.2843627575595592,0.01,0.01,0.01,0.8079399664336245,-2.7967214,56.33978000000001
235,Hawick,0.2865909683738707,0.3159666221840395,0.11527428089016695,0.01,0.01,0.01,0.6378279861799006,-2.780914,55.42706
236,Bridport,0.17277755435763645,0.43463304358769256,0.01,0.04626277528950151,0.01350639153986379,0.01,0.6382912671067671,-2.758301,50.73358
237,Shrewsbury,0.22140535947010226,0.33936639010276465,0.01,0.012792963495721866,0.02240939163541335,0.01,0.6796245227490036,-2.7553268,52.7073
238,Penrith,0.1579679446137437,0.25638252211673,0.01,0.11878075464255025,0.010403392514276164,0.01,0.776092984780505,-2.752708,54.6641
239,Kendal,0.22454024248425125,0.4132413091808973,0.04037012127468642,0.015814591366603608,0.01,0.01,0.6164368251978978,-2.74629,54.32801
240,Street,0.2490590947080399,0.4843663200604247,0.01,0.030092062147217002,0.01,0.16858001020576446,0.525659554428823,-2.742919,51.12468
241,Glastonbury,0.2262569802662749,0.4572197462446398,0.01,0.016786260981258478,0.014702218784141585,0.18807804089284647,0.5739601731237836,-2.718454,51.14743
242,Hereford,0.17491638682689034,0.488644529153574,0.01,0.01,0.06499097872308253,0.01,0.5948412474770292,-2.715974,52.0564
243,Ludlow,0.3050757345884867,0.113159715595949,0.01,0.01,0.6374906185918533,0.01,0.6651854413252319,-2.7139129,52.36775
244,Preston,0.2813200597572253,0.250896829011032,0.01,0.01,0.015313617991852125,0.01,0.7000681070723416,-2.70309,53.7632
245,Whitchurch,0.23234333207024324,0.3513605093019673,0.01,0.05871835336026687,0.015428511568480519,0.01,0.6439709957483234,-2.682045,52.96872
246,Wells,0.22007471105000528,0.5641059646449232,0.01,0.01,0.024801376242690423,0.4759071793300885,0.4904960544703755,-2.6445979,51.20935
247,Yeovil,0.29980782641561665,0.4213711580341204,0.01,0.060511028304234035,0.026499241907822414,0.01,0.5162688022802978,-2.633308,50.94206
248,Wigan,0.34796794945316906,0.042482286751502805,0.01,0.01,0.01,0.01,0.8089811544960693,-2.6325074,53.54506
249,Warrington,0.27413990101439195,0.3025806124180705,0.01,0.01,0.013816015547920226,0.01,0.6623627709357608,-2.5969501,53.39004
250,Arbroath,0.12146677177898732,0.258439011149133,0.3725410116351258,0.020522702412468542,0.01,0.01,0.8261368770662576,-2.591543,56.55911
251,Bristol,0.2650864974706743,0.3160688151063645,0.022906835172854318,0.014021130289577324,0.02308712159783136,0.01,0.6541287882767943,-2.58791,51.45451
252,Guernsey,0.1279571188190253,0.4613896767695279,0.01,0.01694888687338731,0.01,0.01,0.6734031852712968,-2.585278,49.46569
253,Ross-on-Wye,0.21358087962364755,0.4512807299284488,0.07296624782587963,0.014291899283708078,0.2253156503724769,0.01,0.5488111829329214,-2.582446,51.91445
254,Jedburgh,0.20621449978972686,0.2595834570556634,0.08667150331214503,0.01,0.033454587763246765,0.01,0.7587720094260949,-2.5549369,55.47772
255,Sedbergh,0.3492540751591808,0.3587595065253052,0.11132948848063748,0.01,0.01,0.01,0.5405905733316393,-2.5281740000000004,54.32363
256,Sedbergh,0.3492540751591808,0.3587595065253052,0.11132948848063748,0.01,0.01,0.01,0.5405905733316393,-2.5281740000000004,54.32363
257,Nantwich,0.1492065520013202,0.3476184111687449,0.030016688998134814,0.11464769319882755,0.01,0.01,0.7092850094709919,-2.524102,53.06719
258,Banff,0.2264809488758256,0.5412017749877196,0.2485536544631031,0.012171051209652985,0.01,0.01,0.4985132025511962,-2.524038,57.66651
259,Dunbar,0.0669379648570603,0.7436348162330125,0.2692791389326661,0.01,0.01,0.01,0.4890469881486045,-2.516737,56.00209
260,Cinderford,0.23820581205316976,0.3937189014880897,0.08356903487146937,0.016368667100263204,0.3333229226464529,0.01,0.5492286133763049,-2.5009579,51.8253
261,Banchory,0.16039123851059908,0.33436846726002856,0.08930168013755617,0.048101680780264236,0.01,0.01,0.7313543755211919,-2.4909599,57.05386
262,Blackburn,0.4377350327459722,0.223793658481358,0.01,0.02812836880226777,0.01,0.01,0.5613684840970466,-2.487529,53.74858
263,Market Drayton,0.2482355212859708,0.4259809774190385,0.01,0.1780774515563217,0.014072376315059995,0.01,0.5241359810713917,-2.483485,52.90355
264,Telford,0.2241573471431178,0.3344729566525181,0.01,0.01598596595047511,0.04200384537000646,0.01,0.6758772009426102,-2.4672611,52.67759
265,Montrose,0.10843565088578422,0.2407557315876485,0.3612505009073663,0.029851088403697188,0.01,0.01,0.8510422865636109,-2.4661150000000003,56.70692
266,Turriff,0.2250310570127872,0.5883125973559821,0.22886111352448155,0.02241351341535312,0.01,0.01,0.4581447174989335,-2.4623,57.53893000000001
267,Weymouth,0.10979291614582347,0.3900331816974083,0.01,0.0368996093717752,0.01077282035831818,0.01,0.7414300192667542,-2.457621,50.61443
268,Crewe,0.13681936505770287,0.3247087099831462,0.02931723073672373,0.1205896853105272,0.01,0.01,0.7400611912910832,-2.4438209,53.10041
269,Fortuneswell,0.058464034116013634,0.42113599948926506,0.01,0.027265455311866728,0.01,0.01,0.7718136063220173,-2.442219,50.55919
270,Dorchester,0.12834262744989866,0.3958449735664801,0.01,0.03896458707700934,0.011375689769863787,0.01,0.7174339776918292,-2.4411810000000003,50.71116
271,Alston,0.11681443852260084,0.2473923007163379,0.01,0.09658339201170482,0.01,0.01,0.8322655583585908,-2.438685,54.81217
272,Kelso,0.14092716616312442,0.2363946199215572,0.20284105580959472,0.01,0.026098404682225868,0.01,0.8379309587240575,-2.432207,55.60003
273,Wincanton,0.2604305830394592,0.3185790866432932,0.01,0.02466735743424744,0.01,0.27638008639426226,0.6543532646021843,-2.416007,51.05569000000001
274,Clitheroe,0.3490113295789071,0.12386000350441342,0.01,0.0238990246352369,0.01,0.01,0.733566661349285,-2.3930830000000003,53.8711
275,Sark,0.10206357940359884,0.3996401201605049,0.01,0.016731526736242116,0.01,0.01,0.7504042961903022,-2.3666256000000003,49.43007
276,Bath,0.14859765549194934,0.4455852542732142,0.01,0.01,0.023450095620868385,0.1285650857352265,0.6626942317226118,-2.3590167,51.38106
277,Kidderminster,0.3430194433596065,0.3314125656876585,0.01,0.01,0.5579984082090257,0.01,0.4622741266676923,-2.2496839,52.3886
278,Manchester,0.29611650626391034,0.13670462042907708,0.01,0.016565994844031103,0.010372605170712541,0.01,0.7752351986519964,-2.2426305,53.48076
279,Burnley,0.263266970292219,0.13815748227871386,0.01,0.021661092003303545,0.01,0.01,0.8070888668339571,-2.2405035,53.78929
280,Gloucester,0.17601164559338855,0.3263320847425048,0.05508886834373335,0.01,0.2882441680528697,0.01,0.6802186685974823,-2.238156,51.86424
281,Newcastle-under-Lyme,0.26778021846134337,0.1752562688468436,0.037430688895838886,0.742319354554347,0.01,0.01,0.5121776018477734,-2.2273002,53.01321
282,Worcester,0.21931298548511124,0.28626993307397003,0.01,0.01,0.5351492885330361,0.01,0.6244663911179983,-2.221575,52.19364
283,Trowbridge,0.14107263929197267,0.4232326767495485,0.01,0.014228827720686819,0.019939672086396118,0.09565430069977487,0.6876139694960547,-2.208853,51.31966
284,Shaftesbury,0.17981562756943242,0.5038418797618744,0.01,0.01,0.01,0.01,0.5929203032627387,-2.198083,51.0046
285,Alderney,0.10057322994384812,0.4167750026466819,0.011911946774265056,0.017498948213196124,0.01,0.01,0.7367274790544484,-2.1973557,49.715
286,Stoke-on-Trent,0.26764461776040105,0.1545928599527525,0.037278414266043385,0.7502520277973805,0.01,0.01,0.5267026529280785,-2.179404,53.00267
287,Colne,0.22037794944832964,0.13440585379430842,0.01,0.08997588872832317,0.01,0.01,0.828299491537243,-2.176991,53.85564
288,Blandford Forum,0.06546271440469499,0.5388627053015621,0.01,0.01,0.01,0.01,0.6766432861041506,-2.165353,50.85691
289,Rochdale,0.2892106461552459,0.29385127002837746,0.01,0.01582659228004284,0.018482259710412008,0.11821709527804575,0.6484175374278447,-2.1561,53.60971
290,Jersey,0.11583561633228658,0.4297540778994831,0.010623881065122338,0.01872809498113896,0.01,0.01,0.7104981368464985,-2.13125,49.21444
291,Wolverhampton,0.7695259444017767,0.19063733706831248,0.01,0.01,0.10506332680638944,0.01,0.2502022674974531,-2.12882,52.58697
292,Stafford,0.3684022298136676,0.2462227084615051,0.01,0.1035545181801142,0.042267053742626126,0.13517525598751293,0.5736726523836047,-2.12066,52.80669
293,Macclesfield,0.12386248095081162,0.3753337058207941,0.01,0.040439151394045116,0.02361237585357289,0.01,0.7359164986278293,-2.119287,53.25866
294,Hexham,0.09907775069312673,0.3323447029274713,0.01,0.02344132773772868,0.02053104817885423,0.01,0.8027951600993819,-2.1121439,54.97266
295,Aberdeen,0.15657486760541842,0.33501239749418354,0.060107214395309576,0.03973455002522292,0.01,0.01,0.7390754058961808,-2.094278,57.14972
296,Dudley,0.746420107619143,0.2245021195271384,0.01,0.01,0.12986743313090654,0.01,0.2385056181170549,-2.081112,52.51226
297,Cheltenham,0.160073868989978,0.3113318860978356,0.05407299429132604,0.01588691587726469,0.2481424337441728,0.01,0.7138366251751636,-2.0782533,51.89939
298,Bromsgrove,0.38308572413048825,0.26552878866480706,0.01,0.01,1.0,0.01,0.3880144925736548,-2.061906,52.33559
299,Skipton,0.17445218913829671,0.3198760181687534,0.01,0.2322579622146157,0.01,0.01,0.6688487039119049,-2.0162787,53.96285
300,Fraserburgh,0.1944158837686154,0.3739763771300047,0.08989546854038934,0.02200978186011578,0.01,0.01,0.6740517785689115,-2.007631,57.69335
301,Berwick,0.12709783043717918,0.29212214281793875,0.20054739548814526,0.01,0.025803292221567627,0.01,0.8053990854738976,-2.005395,55.77024
302,Poole,0.11709415731326712,0.4499036515942441,0.01,0.013452811817141806,0.01,0.01,0.6949194798644739,-1.987248,50.71505
303,Walsall,1.0,0.17478836305080545,0.01,0.015356629283799769,0.2555514872248318,0.01,0.01,-1.982919,52.58621
304,Cirencester,0.1761759924814686,0.3668066824526026,0.01,0.03935778525692565,0.1895929795752944,0.01,0.6581464368920641,-1.968243,51.71849
305,Evesham,0.209469787708924,0.5771921702309032,0.01,0.09757622637441048,0.17092395142541833,0.01,0.4333930981649297,-1.94677,52.09215
306,Buxton,0.11471219210970394,0.3217518898227102,0.01,0.05654779475451144,0.01,0.01,0.7877351867117652,-1.91483,53.25908
307,Keighley,0.22109766880036927,0.31260091551079583,0.058546423722769074,0.272352841173504,0.01,0.01,0.6115890917878933,-1.912358,53.8678
308,Birmingham,0.7058965011437981,0.2065286809603562,0.01,0.01650156343235179,0.5462057497264411,0.028813746874164888,0.20411488984898998,-1.890401,52.48624
309,Bournemouth,0.11269676498927345,0.4642392517732768,0.01,0.013529430983473714,0.01,0.01,0.6873063891693505,-1.880769,50.71916
310,Halifax,0.3887544335186349,0.3330076938639925,0.08428933790943682,0.3611508371247723,0.01,0.01,0.39630196746335067,-1.85754,53.72702
311,Salisbury,0.042145878672700456,0.5734016165772075,0.01,0.01,0.01,0.01,0.6679288285870129,-1.794472,51.06878
312,Ringwood,0.10683660793056003,0.4920344635870542,0.01,0.01313414228191222,0.01,0.01,0.6701067265524921,-1.788817,50.84495
313,Huddersfield,0.4112133359079076,0.19483815511691446,0.01,0.2951368811759515,0.01,0.01,0.5168954255545752,-1.7850351000000002,53.64579000000001
314,Peterhead,0.17452710344417066,0.33315248630787075,0.059434698200027884,0.030558870649948607,0.01,0.01,0.726196196129265,-1.784066,57.50812
315,Swindon,0.2924385429264296,0.4591062964848621,0.01,0.016121981238553323,0.02824082095085676,0.01,0.5075467030159125,-1.7797176,51.55577
316,Bradford,0.26489998601406045,0.281947402106644,0.06483613253874257,0.26748223777044083,0.01,0.01,0.5952605883572257,-1.759398,53.79598000000001
317,Ashbourne,0.06601857081119904,0.3436704344852657,0.01,0.01,0.05801111966619544,0.01,0.8241137244825343,-1.732179,53.016630000000006
318,Marlborough,0.2981995885520487,0.4716929049865324,0.01,0.01997504443218665,0.04198826282315614,0.01,0.4872387597062138,-1.727062,51.42007
319,Stratford-upon-Avon,0.16198553882888808,0.3487904147172505,0.01,0.026123635004054967,0.06292094098413666,0.01,0.7174912907961835,-1.708298,52.19173
320,Alnwick,0.13643559861998947,0.3514056349407017,0.01,0.01,0.01245297138125725,0.01,0.7600223903194336,-1.7062990000000002,55.41274
