,placename,aint,am_not,amnt,arent,ent,int,m_not,longitude,latitude
321,Otley,0.2607601479121993,0.3603393631750445,0.06563726177509817,0.2273970554397681,0.01,0.01,0.5483125589250367,-1.691786,53.90583
322,Bishop Auckland,0.16524576296203808,0.19366236239263715,0.01,0.017587956782694758,0.01,0.01,0.8590985985990767,-1.6787880000000002,54.66382
323,Burton upon Trent,0.5916958363035306,0.18466054381791386,0.01,0.038307292341913234,0.01,0.01,0.4367354073672173,-1.6371359,52.81403
324,Newcastle,0.13292807984664826,0.11597645107634412,0.01,0.02170234756626375,0.01,0.01,0.9533576404577022,-1.61778,54.97825
325,Durham,0.0882139180907886,0.25010362821617776,0.01,0.01,0.01,0.01,0.8929687328359197,-1.584852,54.77525
326,Ashington,0.16600419771763014,0.35681382217834434,0.01,0.013623414806031329,0.01,0.01,0.7240307160030591,-1.5659829,55.18298000000001
327,Darlington,0.2138689222260776,0.1400895026281953,0.01,0.049971907212064584,0.01,0.01,0.8427108716272429,-1.559458,54.52361
328,Leeds,0.2476549838097021,0.2670824655546699,0.01,0.2832105706871345,0.0249361938989548,0.01,0.6171284033237779,-1.5490774,53.80076
329,Harrogate,0.0939438946050569,0.4583122919254502,0.01,0.0703605058243726,0.01,0.01,0.6905799226464127,-1.5418120000000002,53.99211999999999
330,Leamington Spa,0.3085770588972595,0.3883202446016301,0.01,0.01,0.1080216324383605,0.01,0.5390841939055161,-1.5200789,52.28519
331,Coventry,0.577783843191001,0.3826986004621876,0.01,0.01,0.14156580734864493,0.01,0.2714052504534894,-1.519693,52.40682
332,Blyth,0.15231046269262724,0.2538831588130831,0.01,0.03128668367423541,0.01,0.01,0.8169056463915197,-1.510277,55.12696
333,Wakefield,0.21407701752017191,0.14114094149305928,0.01,0.39843928998391903,0.01,0.09373705185262908,0.7179870491488519,-1.505924,53.6833
334,Andover,0.010032128945523064,0.5656719276501666,0.01,0.04645893298728488,0.01,0.01,0.6925620008386812,-1.4919233,51.2112
335,Witney,0.05692509682480454,0.6921815984305005,0.01,0.01,0.1827353620661777,0.01,0.5189348168511991,-1.4850544,51.78594
336,Barnsley,0.27927056308166864,0.01,0.01,0.10643041098146812,0.1705670912011031,0.10148737095772263,0.8399970961360467,-1.479726,53.55263000000001
337,Derby,0.4735430062801224,0.18126601644410426,0.01,0.01,0.0204373288886199,0.01,0.5644891826291626,-1.4746186,52.92253
338,Sheffield,0.2187428043792929,0.19145430632937024,0.02433704818321416,0.02359614318253641,0.01,0.01,0.8033425002459679,-1.470085,53.38113000000001
339,Nuneaton,0.7694438677462456,0.3979504922368973,0.01,0.01196998798773609,0.18405058523484671,0.01,0.0575738789795599,-1.465382,52.52049
340,Northallerton,0.17036800442904212,0.20827985428437515,0.01,0.09244259496483584,0.01079542594516895,0.01,0.8131373097801956,-1.429959,54.33796
341,South Shields,0.11468915644459028,0.1377120818902889,0.01,0.027290132082436684,0.01,0.01,0.9520957969434922,-1.427406,54.99941999999999
342,Chesterfield,0.3129669017175605,0.2068381303150368,0.01,0.01,0.01,0.01,0.7085896104714858,-1.421629,53.23505
343,Southampton,0.19065361763989927,0.3796647337277291,0.01,0.01,0.03577427731371553,0.01,0.6752305180818085,-1.4043508999999998,50.9097
344,Wetherby,0.07795578797702822,0.3787325964879164,0.01,0.1269020236294755,0.01,0.01,0.752500045372874,-1.384816,53.92706
345,Sunderland,0.0990496820255512,0.1069225026288842,0.01,0.01,0.01,0.01,1.0,-1.383801,54.90687
346,Rotherham,0.23064537125894266,0.16604696419274825,0.021650639576628404,0.01887116339040976,0.01,0.01,0.8147029127474849,-1.3635008999999998,53.4326
347,Castleford,0.14452827942455354,0.1592604355623102,0.09609380048287053,0.5223075276024617,0.01,0.01,0.7240784769233561,-1.345968,53.72346999999999
348,Thirsk,0.013035863530138232,0.41716448398659867,0.01,0.16141889089069955,0.02692923191771308,0.01,0.7668980524051938,-1.341377,54.23385
349,Banbury,0.18908699883515026,0.7232008247083654,0.01,0.018897308237545225,0.14344352499442778,0.01,0.3655257856432584,-1.339775,52.0629
350,Stockton,0.1687400217096625,0.10522759282389824,0.01,0.132854623960671,0.01392347862372622,0.01,0.8855017905569024,-1.3289821000000002,54.57046
351,Newbury,0.1379713418904054,0.4081465901207232,0.01,0.01,0.01353319953803903,0.01,0.7083441193411671,-1.3231138999999998,51.40141
352,Isle of Wight,0.3105921956521633,0.3944355150029544,0.04772341767899528,0.017796364964241255,0.01,0.07250746549304396,0.5437733610601397,-1.304734,50.69385
353,Isle of Wight,0.3105921956521633,0.3944355150029544,0.04772341767899528,0.017796364964241255,0.01,0.07250746549304396,0.5437733610601397,-1.304734,50.69385
354,Abingdon,0.06462094474295632,0.7223982083858365,0.01,0.01,0.22252759922672688,0.01,0.4781431700451151,-1.2879528999999998,51.67078
355,Shetland Islands,0.236696008103134,0.6182320440720181,0.23853778514447976,0.011680598947497924,0.01,0.01,0.42504544451566223,-1.2659409,60.52965
356,Rugby,0.2642581814116701,0.4988638213860621,0.1870706646557133,0.03435143552021098,0.14441590902407936,0.01,0.4625349012925059,-1.265032,52.37088
357,Oxford,0.0708037946902792,0.7282694788321713,0.01,0.01,0.2296785055263647,0.01,0.4656575102614338,-1.2577263,51.75202
358,Middlesbrough,0.12843099535850702,0.09544462992268474,0.01,0.19406905935761407,0.016525353185719984,0.01,0.91117519565261,-1.234956,54.57423000000001
359,Hartlepool,0.1318300142133925,0.08067625994113231,0.01,0.1858094161449861,0.01582202864722728,0.01,0.9231794253597114,-1.212926,54.69174
360,Loughborough,0.3494715589386365,0.2953864603334153,0.01,0.01,0.027640803293466583,0.01,0.5933004801882911,-1.206166,52.7721
361,Mansfield,0.33033395423161777,0.14933761762807246,0.01,0.01,0.01,0.01,0.7392845987270757,-1.198674,53.1472
362,Nottingham,0.2721668672608513,0.2403727951877009,0.04343846725231447,0.01,0.033533882751745014,0.01,0.7083794624221864,-1.1581086,52.95478000000001
363,Bicester,0.11640231305178522,0.7040986710556806,0.01,0.01,0.07520443648775743,0.01,0.4736775239974739,-1.1535898999999998,51.8996
364,Leicester,0.6789714865892261,0.2867107405220657,0.01,0.01,0.0293400163145804,0.01,0.2734522834973608,-1.1397592,52.63688000000001
365,Doncaster,0.34017192542832536,0.0914829892417262,0.01,0.04920536690411826,0.010554229888897732,0.01,0.7581090878523928,-1.128462,53.52282
366,Worksop,0.4262910498214009,0.09598969711625344,0.01,0.036192055157955656,0.01,0.01,0.6761226920729297,-1.122745,53.3093
367,Basingstoke,0.2943427600501557,0.3590952504633703,0.01,0.01,0.01633994955137016,0.01,0.594790620901516,-1.0923964,51.26654
368,Portsmouth,0.3439640024177769,0.401782956471097,0.03997232581928132,0.026424155634565304,0.01,0.07895033090065218,0.5018641087191389,-1.0879769,50.81977
369,York,0.13078508547151246,0.2835168098171344,0.01715399939302371,0.19907726431450354,0.01,0.01,0.7530703107612026,-1.0872979,53.95997
370,Selby,0.19702936708542207,0.2814546944328281,0.01,0.7322883290270363,0.01,0.01,0.5011171279257141,-1.067189,53.78352
371,Helmsley,0.09387807841901777,0.39738647916447056,0.01,0.28369193934332576,0.01,0.01,0.6656382148496337,-1.0562636,54.24651
372,Towcester,0.2774012866096485,0.34056514752868805,0.01,0.01,0.2105945912413021,0.01,0.5897862316729416,-0.989688,52.13511
373,Reading,0.16338248737756858,0.4615570894445276,0.01,0.015692071990895173,0.08755357562754683,0.01,0.6210142317990291,-0.9781303,51.45426
374,Retford,0.3359472038041755,0.2031390909974006,0.01,0.02907906212542712,0.01,0.01,0.6786702595614977,-0.945503,53.32136
375,Petersfield,0.18144157773012554,0.3836098398235024,0.01,0.061601369011738835,0.01,0.01,0.6694801032782147,-0.93899,51.00759
376,Northampton,0.2942900103128156,0.3549580446383277,0.01,0.01,0.18755314062539152,0.01,0.5658121601213517,-0.902656,52.24048
377,Melton Mowbray,0.2393736622013288,0.4702612854859182,0.01,0.047892390083591814,0.01,0.01,0.5432642296497892,-0.887126,52.7664
378,Aylesbury,0.01,0.475960320669908,0.05723215268041203,0.01,0.01,0.01,0.7847510844116949,-0.8084,51.81561
379,Newark-on-Trent,0.2468287970978933,0.20753591277455155,0.01,0.01116338558527168,0.01,0.01,0.7693204862825853,-0.80657,53.07004000000001
380,Malton,0.15411847203852566,0.256213961206648,0.07919382916468927,0.29956961627258044,0.01,0.01,0.7138671921641525,-0.7978970000000001,54.13684
381,Chichester,0.3726056579658635,0.3740810961695107,0.01,0.02236277633387391,0.01,0.13543724745909233,0.499236302884473,-0.774936,50.83761
382,Gainsborough,0.3300351681047019,0.27321645218783563,0.01,0.12699228785807948,0.06458282983940332,0.01,0.5783856999983773,-0.774465,53.40058000000001
383,Milton Keynes,0.2635616913017618,0.5079998686419065,0.01,0.01,0.021077704031309475,0.01,0.5025423137873359,-0.7594171,52.04062
384,Aldershot,0.11389432920965888,0.3475342455372121,0.01,0.01479901325913771,0.01,0.01,0.7827613644721789,-0.7557509,51.24837
385,High Wycombe,0.19060367476931667,0.7569614622452265,0.01,0.0122143054889936,0.01,0.01,0.3673693571666705,-0.748229,51.62861
386,Midhurst,0.1132269724409239,0.3601797584986045,0.01,0.01,0.01,0.01,0.7750556175916851,-0.737274,50.9869
387,Kettering,0.7365930735239389,0.28402341113544605,0.01,0.033338513573279716,0.3132308031492708,0.01,0.15102385084837716,-0.7302489999999999,52.39632
388,Wellingborough,0.4722551383809508,0.38152120020879504,0.01,0.014204554247145128,0.28199679763712565,0.01,0.3439091931174603,-0.693964,52.30242
389,Corby,0.7257546962994363,0.16538029890396366,0.01,0.03949666777688039,0.2956136855722477,0.01,0.26180243981885304,-0.6842333,52.4923
390,Bognor Regis,0.16160186917968353,0.5196246006151324,0.01,0.02537831598112601,0.01,0.0649933411079128,0.5861888791562738,-0.673061,50.783
391,Scunthorpe,0.3032559170445048,0.143215802286779,0.01,0.3651762766834801,0.05380469739925831,0.01,0.6306361468017854,-0.654413,53.58865
392,Grantham,0.20760341489217035,0.4918871450259948,0.01,0.01453063739403516,0.01,0.01,0.5687389493170677,-0.643582,52.91252
393,Whitby,0.16600593991079005,0.1013441469520444,0.06383196557554242,0.4837008084857296,0.03558921558804153,0.01,0.7592333799161507,-0.613347,54.48633
394,Slough,0.24470767692576464,0.6939725006883668,0.01,0.03083301974700985,0.01,0.01,0.3597677290924183,-0.5950406,51.51054
395,Guildford,0.07014911721620762,0.5262561175094597,0.056917835295355414,0.02717446041027561,0.01,0.09368319600564932,0.6684140795372144,-0.570409,51.23622
396,Woking,0.054476637915640086,0.5947955326306593,0.0587296631270236,0.023725719717792186,0.010075215834072416,0.09666535116908033,0.625903994818896,-0.5600349,51.31677
397,Lincoln,0.16835780388809118,0.3044233000781489,0.01,0.05953323304386213,0.010788017137862536,0.01,0.7468174510761014,-0.540579,53.23069
398,Bedford,0.218595395480267,0.570485443938685,0.01,0.015263842160368081,0.04278019499928012,0.01,0.4851267718107407,-0.4667782,52.13864
399,Heathrow,0.14819598318009292,1.0,0.01,0.0560882604055894,0.01,0.01,0.19147161902833346,-0.4542955,51.47002
400,Driffield,0.2324614140510782,0.11312434995541408,0.011551405813130954,0.9938355193098392,0.01,0.22815467606784914,0.5091696190875561,-0.443377,54.006
401,Beverley,0.2429529012597509,0.1277568837267301,0.01181782456269628,0.9727768119935718,0.01,0.15561120009529109,0.4952492212581946,-0.435093,53.84196
402,Luton,0.4516455740308686,0.4409320316021852,0.0877014962460883,0.01,0.01,0.01,0.3701261174861324,-0.4200255,51.87867
403,Scarborough,0.15065750853795634,0.1613600982338078,0.09839833219648908,0.94920911175125,0.02532070722537222,0.16195749660600173,0.55700218076362,-0.399752,54.28311
404,Worthing,0.04864454952450225,0.3868093968803372,0.01,0.027458644549681027,0.010542294210723452,0.01,0.8074566259202338,-0.372882,50.81787
405,Dorking,0.13152513041041716,0.4873548315091322,0.01,0.01,0.03094120907011714,0.01,0.6480278083182329,-0.332378,51.2322
406,Hull,0.2385331507902056,0.14168095645226594,0.011731584660250859,0.9047844859725012,0.01,0.1544756181603919,0.5121747361925572,-0.3274198,53.76762
407,Horsham,0.2003134011917569,0.3998130443638996,0.01,0.01022740856528927,0.01,0.01,0.6556036454955252,-0.325858,51.06288
408,Biggleswade,0.2994971353021084,0.6073646879590787,0.01,0.01,0.058150206229126734,0.01,0.3769062577312997,-0.26421999999999995,52.08694000000001
409,Peterborough,0.4093685469286344,0.2880949379137808,0.01,0.01,0.1921396351787457,0.01,0.5069344080177215,-0.2405299,52.5695
410,Welwyn Garden City,0.13324912733060676,0.4437973374265618,0.025859222688459103,0.020893314343460083,0.01,0.01,0.680067744089347,-0.208661,51.80317
411,Bridlington,0.2445834004803613,0.11278872084085713,0.052497963781099284,1.0,0.010807383316859214,0.20738006815072232,0.4913041692417763,-0.198802,54.08535
412,Stevenage,0.13303561188001514,0.3795717266860627,0.06870833842945114,0.015140139815939887,0.01768062204387645,0.01,0.7299349209700045,-0.196612,51.90376
413,Crawley,0.22038743472220004,0.4158661745790399,0.01,0.01,0.01,0.01,0.6225798347663206,-0.1872275,51.10914
414,Huntingdon,0.27046397023559776,0.4173782853589233,0.01,0.01,0.09426778720606067,0.01,0.5562934087064338,-0.182552,52.33146
415,Hove,0.06384363622813245,0.3805313067443424,0.01,0.029277324613709133,0.01,0.01,0.7977688008474704,-0.168749,50.82793
416,Spalding,0.3616694275588824,0.3312311445446547,0.01,0.011483550927102765,0.1278783664403677,0.1102842623453866,0.5253194966763189,-0.1537024,52.7901
417,Brighton,0.06840924698056147,0.3897418744570283,0.01,0.029336024523095562,0.01,0.01,0.7855763931144036,-0.137163,50.82253
418,London,0.24913217003224505,0.5356632630682358,0.02246681319233617,0.01605994080211301,0.01265852074638462,0.017401869663613737,0.4883305743441697,-0.12775830000000002,51.50735
419,Grimsby,0.2674400068526264,0.09654532807257953,0.010843339505695136,0.7306164068131838,0.01,0.1427796629703871,0.5832210155691061,-0.08078400000000001,53.56746999999999
420,Boston,0.22265083400238392,0.32045266182708537,0.01,0.021230953107871608,0.015938652989152587,0.20389511764742504,0.6892177811995817,-0.026577,52.97894
421,Royston,0.2629474714244026,0.39750658455407945,0.01,0.018431559937548813,0.032286502281527824,0.01,0.5862576548815015,-0.024066,52.04814
422,Louth_Lincs,0.18771976435869625,0.15243153705733525,0.01,0.03951302607510098,0.01,0.01,0.8634391110355435,-0.007711,53.36596
423,Lewes,0.04549630969612764,0.36354029811397787,0.01,0.02638612348637107,0.01,0.01,0.8310734457880108,0.00878,50.87387
424,Chatteris,0.3816571257394037,0.3870987521210773,0.09544570826659067,0.01,0.19444055700830007,0.01,0.4464805455443371,0.054012,52.4561
425,Uckfield,0.01,0.5405709346335028,0.01,0.02911753983876273,0.01,0.01,0.7294964757216924,0.095913,50.96641
426,Cambridge,0.0647838398034032,0.628600721688714,0.028472119278407787,0.01,0.10676035632795976,0.01,0.5787037877275453,0.121817,52.20534
427,Bishop's Stortford,0.17624732561251394,0.4979216945010332,0.01,0.01,0.01,0.01,0.600334708529432,0.1536502,51.87216
428,Wisbech,0.4270178347345889,0.25660883925145184,0.01,0.01,0.15764256314693886,0.5831252479830391,0.5134633258221313,0.158797,52.66631999999999
429,Sevenoaks,0.2395498172874924,0.4147366557285793,0.01,0.01,0.01,0.01,0.6080949028590639,0.190898,51.27241
430,Tunbridge Wells,0.02611837912155716,0.642443614193931,0.01,0.03995404160600815,0.01,0.01,0.6151272207633908,0.263695,51.13238
431,Eastbourne,0.06151074279857195,0.3989534755812882,0.01,0.025617922876172858,0.01,0.01,0.7863491648047873,0.29047199999999995,50.76803
432,Brentwood,0.5624203128107819,0.2267569087582549,0.01,0.013392798096341538,0.01,0.01,0.4408867865593133,0.30717490000000003,51.62047000000001
433,Skegness,0.20334568838649208,0.360819440262955,0.01,0.0185233493181322,0.013905980916693136,0.3557843520427914,0.6736563181488628,0.337881,53.1464
434,Downham Market,0.4395383962434444,0.2080093300989848,0.14469391017140554,0.010627948474151378,0.03723388450759933,0.9526284585323612,0.54876246679422,0.385472,52.60661
435,King's Lynn,0.2380564673839663,0.39365092597121737,0.01,0.01,0.013246519724321969,0.677824073441735,0.6110111846523151,0.4022963,52.75168000000001
436,Bexhill,0.08274168937567053,0.5268065814079154,0.01,0.02877295510417145,0.01,0.01,0.6594111460614913,0.4662071,50.84991
437,Chelmsford,0.3353320160417275,0.4142750652254937,0.032533066245537416,0.01,0.01,0.01,0.5122540193202464,0.4685497,51.73559
438,Mildenhall,0.351414588254424,0.5856706232551133,0.07317017256449253,0.03224664421388805,0.04707194965453322,0.01,0.330704253874128,0.5156095,52.34757000000001
439,Medway,0.2324589943383561,0.4821896108149048,0.14995450206919045,0.017133426493762278,0.060025132485320334,0.01,0.5329259008425972,0.5417860999999999,51.40474
440,Braintree,0.29754200742271075,0.5444353198029904,0.04601805325155725,0.01,0.01,0.01,0.4405667883933325,0.5509269,51.88009
441,Gillingham,0.22625001149363536,0.4698939650830898,0.08789006321895981,0.01,0.04900269568534227,0.01,0.5577749524540037,0.551438,51.38632
442,Hastings,0.1335488813426115,0.5360104893571237,0.01,0.016979172918712888,0.01,0.01,0.6057966473744393,0.573453,50.85426
443,Maldon,0.3443371221195134,0.4195982830670461,0.03744343510833669,0.01,0.01445290133572373,0.01,0.4957554870133289,0.6714479999999999,51.73181
444,Southend,0.5136922348031152,0.2235890429896918,0.030188509042206213,0.01,0.01251570337030238,0.01,0.489301076244577,0.7077123000000001,51.54593
445,Bury St Edmunds,0.31099367438700204,0.5940914348781917,0.01,0.03474133732575207,0.02282110674448092,0.01,0.37143190104701457,0.7104931999999999,52.24292
446,Thetford,0.3761142414128024,0.4919804965381861,0.01,0.01220304817127671,0.051302493696449035,0.01,0.3943370832023879,0.751657,52.41286
447,Ashford,0.22478008440925856,0.5423618368913694,0.01,0.014009296294801328,0.01,0.01,0.5115290085501587,0.8750190000000001,51.14647
448,Faversham,0.2826642585685657,0.5507970014529766,0.08731534007113949,0.019240262553709826,0.01,0.01,0.4394616006976924,0.889358,51.31599
449,Colchester,0.25705585810030285,0.4817125191382082,0.01,0.01,0.01,0.01,0.5351009331528612,0.891874,51.89593
450,New Romney,0.19437136105453007,0.5610950626121107,0.01,0.015079389499232187,0.01,0.01,0.5255754952091013,0.939473,50.98512
451,Canterbury,0.2124863951652204,0.5839219760482756,0.01,0.0154386851525274,0.01,0.01,0.4885808415665196,1.0789089,51.28023
452,Ipswich,0.2487197541959028,0.4150338189678789,0.01,0.014692606649680725,0.012868495117174377,0.16462014247046391,0.5883715532137834,1.14822,52.05674000000001
453,Clacton,0.3052354356281405,0.3463499558733257,0.01,0.01,0.014746275485514281,0.18864163596676256,0.5911989996952849,1.153035,51.78953
454,Folkestone,0.18808659280735554,0.5417709551180168,0.01,0.02124983860849831,0.01,0.01,0.5456646935038466,1.169456,51.0814
455,Sheringham,0.1646002803963102,0.2789067607851999,0.01,0.024593907568727768,0.018463314196986137,0.31492243623846583,0.7776089163906876,1.2109589,52.94442
456,Harwich,0.2980900239599953,0.3715524528712652,0.01,0.01,0.015111693330286632,0.1933162414369384,0.5770627225061883,1.260297,51.93473
457,Norwich,0.17571208515840162,0.2863260817694945,0.01,0.02307159455273197,0.017016604269952485,0.3265272038932293,0.7611189810494219,1.297355,52.63089
458,Cromer,0.16237414469204556,0.2822716636938861,0.01,0.025008389493548337,0.018774477029882854,0.3202298403695079,0.7767119663075349,1.301866,52.93145
459,Dover,0.21215344269466951,0.4635544443701918,0.01,0.01612949365529346,0.01,0.01,0.5887985358412284,1.3134027,51.12788
460,Felixstowe,0.2982670501427388,0.3870690128324456,0.01,0.01,0.01490551815438297,0.1906787468020112,0.5641051848299854,1.351255,51.96173
461,Margate,0.17084226812255934,0.4735343295880201,0.01,0.016811942763715296,0.01,0.01,0.6210247392014949,1.3868339,51.38965
462,Ramsgate,0.17128188152989726,0.4933055598231626,0.01,0.016283196129530532,0.01,0.01,0.6043303871213646,1.419895,51.33555
463,Great Yarmouth,0.21068351561029264,0.3072286680312293,0.01,0.0263699668366646,0.011086124246922796,0.3545479299060028,0.7088035793944109,1.728047,52.59823000000001
464,Lowestoft,0.21253730592089184,0.2983422470822772,0.01,0.026216014522879985,0.011979783921866095,0.38312827530061655,0.7137879090364622,1.7534490000000005,52.48114
465,Swaffham,0.28868198731973743,0.3763628689250613,0.01,0.01,0.05897346620032121,0.4849828035330497,0.5693455130048221,0.687481,52.64747
466,Dereham,0.16405894226613835,0.3485197757083519,0.01,0.021722573531445667,0.01902567992779855,0.2655118775339155,0.7219187281075882,0.937827,52.68162
467,Ely,0.4083237149752633,0.5697307090190881,0.2028036455384636,0.014896181189808334,0.01,0.01,0.2967338217046629,0.262363,52.39954
468,March,0.4379767136526482,0.3174538162626372,0.09078985863391056,0.01,0.1849557302117086,0.29886884501934224,0.4462675318398173,0.088622,52.55172
469,St Neots,0.2674551058600118,0.5318675423566699,0.01,0.01,0.025442283819717932,0.01,0.477959768111181,-0.26510300000000003,52.23008
470,Banham,0.2276678663602342,0.5203405251889478,0.01,0.01,0.04101299497067335,0.01,0.5215855479276054,1.0402849,52.45125
471,Holt,0.16142474620843114,0.28725867830334034,0.01,0.0247067572385856,0.01854803350767651,0.3163674645673532,0.7737144909497836,1.086747,52.90936
472,Cromer,0.16237414469204556,0.2822716636938861,0.01,0.025008389493548337,0.018774477029882854,0.3202298403695079,0.7767119663075349,1.301866,52.93145
473,Hunstanton,0.361498015109654,0.21795924638116485,0.01,0.011156446614906848,0.01954271045458978,1.0,0.6276921636747634,0.491032,52.93891
474,Horncastle,0.16548473379046547,0.3406862863298709,0.01,0.04894975466305647,0.01,0.01,0.7238463588507197,-0.11245,53.20731
475,Market Weighton,0.18814011685276674,0.10029580832190264,0.01,0.7582504139566695,0.01,0.34383756627701906,0.6459406561013152,-0.6677465,53.86484
476,Hawes,0.29739566319728256,0.3086159656576665,0.11296500622932422,0.03318968350866717,0.019379419586999368,0.01,0.6176986687121078,-2.1968695,54.30383000000001
477,Reeth,0.26326125977019504,0.14008755062855532,0.01,0.05877390119915465,0.013727206537868854,0.01,0.7895405494989397,-1.9428115,54.38946
478,Aysgarth,0.09458221482112758,0.4414409293906615,0.01,0.12483322267918236,0.03644499036690934,0.01,0.6772765959072702,-1.9967434,54.29159
479,Stanhope,0.08648421064857498,0.27595453356509303,0.01,0.01,0.01,0.01,0.8746103902926886,-2.011302,54.74946
480,Keswick,0.18385238590933525,0.39001630264169856,0.01,0.06080028246342336,0.01,0.01,0.6620561458274631,-3.134706,54.60128
481,Oxenholme,0.26861898767930675,0.4571392549653704,0.052274845500647565,0.01,0.01,0.01,0.5395904596606483,-2.7243328,54.30134
