Unnamed: 0,placename,needs_to_be_Xed,needs_Xed,needs_Xing,longitude,latitude,control
321,Otley,0.4718295503629218,0.06287340628561837,0.6104232304383508,-1.691786,53.90583,0.9679000232636924
322,Bishop Auckland,0.25295609131764824,0.12457546042687093,0.7311124709476415,-1.6787880000000002,54.66382,0.9148566104560228
323,Burton upon Trent,0.6156763855981868,0.05601413244885985,0.5031085855829494,-1.6371359,52.81403,0.9781648146150906
324,Newcastle,0.3467291555710077,0.5382416472647301,0.31370899137916114,-1.61778,54.97825,0.8365761816739165
325,Durham,0.18038372915256976,0.1976222531543376,0.7274322244039341,-1.584852,54.77525,0.8618344982464489
326,Ashington,0.34412437388163264,0.5498011071867648,0.30615030870743865,-1.5659829,55.18298000000001,0.8371091046886268
327,Darlington,0.1859467376050092,0.054772363406114716,0.8417606076590236,-1.559458,54.52361,0.9601237432343338
328,Leeds,0.3983771538275608,0.05129783735211333,0.6777502110400758,-1.5490774,53.80076,0.9715358791607239
329,Harrogate,0.5005828034542965,0.05591007871216618,0.5936191768727864,-1.5418120000000002,53.99211999999999,0.9731240075931457
330,Leamington Spa,0.8125630677831931,0.11361081156523126,0.3005640721878037,-1.5200789,52.28519,0.9721597183429963
331,Coventry,0.7771885487489868,0.11810550952857853,0.32462140747143714,-1.519693,52.40682,0.9679400942711942
332,Blyth,0.3539804356262475,0.5451842383058018,0.3022430337911881,-1.510277,55.12696,0.8406758852983395
333,Wakefield,0.3273610119379479,0.034695754797445875,0.7473398212989071,-1.505924,53.6833,0.9804311898571159
334,Andover,0.8651340401773089,0.14425997395011314,0.23379378902463915,-1.4919233,51.2112,0.9725827047915592
335,Witney,0.8358031779583246,0.20152454112946044,0.20925451950062526,-1.4850544,51.78594,0.9640847377213804
336,Barnsley,0.01,0.040151645606462484,1.0,-1.479726,53.55263000000001,0.9661161925346975
337,Derby,0.5343588550226483,0.028799856599238807,0.5896096602903199,-1.4746186,52.92253,0.9894384716073131
338,Sheffield,0.2100689598810983,0.01784743137773935,0.8534910659066429,-1.470085,53.38113000000001,0.9911979368639598
339,Nuneaton,0.7400608867431319,0.11036165887631524,0.3602257572893483,-1.465382,52.52049,0.9665153153719649
340,Northallerton,0.2872388783117007,0.06415887484186485,0.7543801131488951,-1.429959,54.33796,0.9578137957097271
341,South Shields,0.3545899032908714,0.4677723182004741,0.3660885559744012,-1.427406,54.99941999999999,0.8341656950311255
342,Chesterfield,0.3019870723597411,0.01,0.7961049788481093,-1.421629,53.23505,0.9985169938953888
343,Southampton,0.8583989607652883,0.15650066170274826,0.22891403026636264,-1.4043508999999998,50.9097,0.9704708927674142
344,Wetherby,0.4969121459287212,0.06942230880245935,0.5852753536569525,-1.384816,53.92706,0.9656335405205726
345,Sunderland,0.3390715637393519,0.4538957799781446,0.3898111436632712,-1.383801,54.90687,0.8284410146203826
346,Rotherham,0.19906183534261426,0.01582699463013306,0.8638177643960965,-1.3635008999999998,53.4326,0.9927691142481468
347,Castleford,0.4181038214315148,0.05734218729423767,0.6572294906246552,-1.345968,53.72346999999999,0.968596955956316
348,Thirsk,0.466542880090238,0.04966814235834662,0.6255495194823064,-1.341377,54.23385,0.97525725973643
349,Banbury,0.783591422111995,0.16454209250863955,0.2810051162912346,-1.339775,52.0629,0.9599909296477444
350,Stockton,0.15360178075370384,0.044344834388993816,0.8758372816173693,-1.3289821000000002,54.57046,0.9674375514701573
351,Newbury,0.8885479871522368,0.15920090746558166,0.20298351593002065,-1.3231138999999998,51.40141,0.97400385068773
352,Isle of Wight,0.8896872761389484,0.15789267237957405,0.20317548431661447,-1.304734,50.69385,0.974240626566142
353,Isle of Wight,0.8896872761389484,0.15789267237957405,0.20317548431661447,-1.304734,50.69385,0.974240626566142
354,Abingdon,0.9069539106238754,0.1557582065318025,0.1913834670455539,-1.2879528999999998,51.67078,0.9765258267732959
355,Shetland Islands,0.7104906237786117,0.4334238675785124,0.11501394836057655,-1.2659409,60.52965,0.9563547186454214
356,Rugby,0.7647436345835036,0.12514864000980336,0.3285464935135036,-1.265032,52.37088,0.9651443865463252
357,Oxford,0.9155402480671908,0.15418432555203326,0.1859452877764637,-1.2577263,51.75202,0.9776729658285763
358,Middlesbrough,0.1998726120237352,0.04421054897088191,0.8395959210563022,-1.234956,54.57423000000001,0.9691686448453556
359,Hartlepool,0.18365361551686207,0.08371530207878063,0.8195126252043247,-1.212926,54.69174,0.9374762850413461
360,Loughborough,0.7022030178345476,0.10797868205890716,0.3919491498524742,-1.206166,52.7721,0.9639315120308917
361,Mansfield,0.2494133296580587,0.021483134858161144,0.8195589305039254,-1.198674,53.1472,0.9888083623069638
362,Nottingham,0.5068441602724504,0.07304773132840604,0.5744596835372853,-1.1581086,52.95478000000001,0.9642930334740264
363,Bicester,0.9212463890772312,0.13755242604659518,0.1952821991509498,-1.1535898999999998,51.8996,0.9794930826652123
364,Leicester,0.6836184095248713,0.1036874858759658,0.4101158996437739,-1.1397592,52.63688000000001,0.9637284607858062
365,Doncaster,0.061509138898373436,0.07246492562886317,0.9248245159735872,-1.128462,53.52282,0.9390750645939604
366,Worksop,0.23590669511772536,0.04154666853746568,0.8134990304907249,-1.122745,53.3093,0.9725111519195455
367,Basingstoke,0.91902575670374,0.16426260770800485,0.1748324511747526,-1.0923964,51.26654,0.9776240630069006
368,Portsmouth,0.8847390451073021,0.17381579720823848,0.19383198899236148,-1.0879769,50.81977,0.972618964254029
369,York,0.4727098155921682,0.08029748498385836,0.5952534836984125,-1.0872979,53.95997,0.9584205537464122
370,Selby,0.33814120211494514,0.08949885192734172,0.6933324612773973,-1.067189,53.78352,0.9440723658918283
371,Helmsley,0.3999105190656029,0.0962474581649736,0.6391953992592386,-1.0562636,54.24651,0.9446073636166435
372,Towcester,0.7597134486196827,0.1089182870829717,0.3459849278698376,-0.989688,52.13511,0.9685998656802169
373,Reading,0.9450682638413224,0.14206371323584702,0.1728177625460609,-0.9781303,51.45426,0.9818185768890576
374,Retford,0.14826593752171527,0.05750954202451465,0.8690905287288926,-0.945503,53.32136,0.9562226538924294
375,Petersfield,0.8227783460755939,0.15950466492306625,0.2544034925187286,-0.93899,51.00759,0.9656865066536809
376,Northampton,0.7610997566977379,0.10402047093014284,0.3489655526659936,-0.902656,52.24048,0.9699934312400217
377,Melton Mowbray,0.7186170901658929,0.09864595463977402,0.386808245891044,-0.887126,52.7664,0.9681237941090298
378,Aylesbury,0.8696122423585104,0.13951988641095087,0.23421420051678385,-0.8084,51.81561,0.9736391056286821
379,Newark-on-Trent,0.5166191905207463,0.07978869779095027,0.5611784965371146,-0.80657,53.07004000000001,0.9614619414526573
380,Malton,0.4406806738034407,0.059204568009245076,0.6379441767394751,-0.7978970000000001,54.13684,0.9685141861221871
381,Chichester,0.8161942484259459,0.2242443154670936,0.20578187595700795,-0.774936,50.83761,0.960083282734305
382,Gainsborough,0.26438822720862204,0.10047100959649613,0.7421598852165443,-0.774465,53.40058000000001,0.9314775613587107
383,Milton Keynes,0.8216018887956986,0.1176419716321181,0.290112877193666,-0.7594171,52.04062,0.9721777123819696
384,Aldershot,0.9505841770651317,0.097547878852463,0.20547406270220026,-0.7557509,51.24837,0.9863555855657459
385,High Wycombe,0.9046194647811951,0.15836764811073709,0.1910492635788704,-0.748229,51.62861,0.9760764343061263
386,Midhurst,0.8148571133071953,0.1822996146475618,0.2416858045581174,-0.737274,50.9869,0.962183092469065
387,Kettering,0.6710021980081948,0.16167047567662596,0.3718478252234489,-0.7302489999999999,52.39632,0.9460206502127835
388,Wellingborough,0.732922958439153,0.1604321772745635,0.3242282930713016,-0.693964,52.30242,0.954173708313651
389,Corby,0.7359024242268936,0.15731735365961708,0.32447574438444404,-0.6842333,52.4923,0.9551510344362111
390,Bognor Regis,0.8218706086296463,0.21704474422000264,0.20730456397584085,-0.673061,50.783,0.9612418489695774
391,Scunthorpe,0.36612823430522656,0.0490484038032372,0.7049559983573137,-0.654413,53.58865,0.9717272744898391
392,Grantham,0.5615124863533495,0.026690034483107108,0.5700293201602102,-0.643582,52.91252,0.9912165788255849
393,Whitby,0.2136636648075594,0.0316979725368421,0.8391579886399843,-0.613347,54.48633,0.9797567264768688
394,Slough,0.9192736992309392,0.1489188834219871,0.18738739042666133,-0.5950406,51.51054,0.9784422847476424
395,Guildford,0.963263413078945,0.12060675006434328,0.17635200138832466,-0.570409,51.23622,0.9851218990419593
396,Woking,0.9254660292188954,0.14616352213887854,0.1848117782979884,-0.5600349,51.31677,0.9793408951316317
397,Lincoln,0.3762308534232576,0.10559465750091564,0.6500325805756652,-0.540579,53.23069,0.937441840844972
398,Bedford,0.9539023129528728,0.08724570763056587,0.2114274949877642,-0.4667782,52.13864,0.9879634343127073
399,Heathrow,0.8506993526022075,0.2036059432822661,0.1958217928301984,-0.4542955,51.47002,0.9663991933109544
400,Driffield,0.44860075227701945,0.06099393430234349,0.6302348975528348,-0.443377,54.006,0.9678385059974297
401,Beverley,0.4590378860337022,0.042323982910739896,0.6375484505245559,-0.435093,53.84196,0.9793702362107352
402,Luton,0.8042957774279497,0.16337536788518384,0.26570820681902035,-0.4200255,51.87867,0.9628363838018952
403,Scarborough,0.447802441979948,0.05396623616679568,0.6367016239937848,-0.399752,54.28311,0.9719452650019526
404,Worthing,0.8908630408419517,0.21927437983743736,0.15124745533969028,-0.372882,50.81787,0.9731487711834297
405,Dorking,0.9051423603343668,0.1554775211950826,0.1930399742968405,-0.332378,51.2322,0.9763206646417486
406,Hull,0.4149237392041692,0.051041337360528,0.6649635276389315,-0.3274198,53.76762,0.9723677685248062
407,Horsham,0.8880791125966117,0.1981527591364234,0.17098544751215392,-0.325858,51.06288,0.9724275458902799
408,Biggleswade,0.9585698194844502,0.10101308438085746,0.19632057690345345,-0.26421999999999995,52.08694000000001,0.9865695859035831
409,Peterborough,0.5879158260514643,0.20293213694746493,0.40283949248230827,-0.2405299,52.5695,0.9242471266142451
410,Welwyn Garden City,0.7839979647473744,0.18512881981387447,0.2635795414951892,-0.208661,51.80317,0.9574152197007568
411,Bridlington,0.4355027381027409,0.03908965138549395,0.6587264051101027,-0.198802,54.08535,0.980612499791197
412,Stevenage,0.8664709444370956,0.12777458350292722,0.2464417923158161,-0.196612,51.90376,0.9748354081194629
413,Crawley,0.9240543266548142,0.17714534215900524,0.16017692360793626,-0.1872275,51.10914,0.9779701466852866
414,Huntingdon,0.8244892418568539,0.1450635909776177,0.2650588987812583,-0.182552,52.33146,0.9678285516757255
415,Hove,0.909784472379918,0.2068173118263915,0.14673264328461247,-0.168749,50.82793,0.9759850128996432
416,Spalding,0.6596587119593484,0.1326226319780423,0.40489693144047856,-0.1537024,52.7901,0.9524808800752301
417,Brighton,0.9073459091445312,0.21414023269925456,0.14256371531233372,-0.137163,50.82253,0.9758020495646824
418,London,0.9858074834780012,0.16216230256883946,0.12411017374771367,-0.12775830000000002,51.50735,0.9862726147072666
419,Grimsby,0.4538327089752655,0.08340534548951062,0.6075019518781107,-0.08078400000000001,53.56746999999999,0.9555302499104941
420,Boston,0.6314936875079212,0.14395368445288526,0.41760945018433066,-0.026577,52.97894,0.9460210485639682
421,Royston,0.8674195439196479,0.15333417138028055,0.22445802031912096,-0.024066,52.04814,0.9718882004391298
422,Louth_Lincs,0.4804770654316635,0.08396536283136352,0.5861033170809532,-0.007711,53.36596,0.956996293617416
423,Lewes,0.9457742305528448,0.19132201440263494,0.13133276664207572,0.00878,50.87387,0.9812391010332411
424,Chatteris,0.7520246908279041,0.16661312639525486,0.3040849617545069,0.054012,52.4561,0.9555346424218821
425,Uckfield,0.9539006969401258,0.1897602260954329,0.12624584018617305,0.095913,50.96641,0.98241715414077
426,Cambridge,0.8284078419096285,0.19602324822849448,0.21963604796293126,0.121817,52.20534,0.9631951156231582
427,Bishop's Stortford,0.8376394301569678,0.1514806528043748,0.2493952107079763,0.1536502,51.87216,0.9685047852057364
428,Wisbech,0.6523737264953833,0.1583507751217578,0.3892419312788726,0.158797,52.66631999999999,0.9444907781708833
429,Sevenoaks,0.6823657687868985,0.2663666519713774,0.275924120831403,0.190898,51.27241,0.93255310782955
430,Tunbridge Wells,0.8719736986999639,0.1611578685961741,0.2143791358948634,0.263695,51.13238,0.9717555397238444
431,Eastbourne,0.9296120253510844,0.19010172404185047,0.1450446128798962,0.29047199999999995,50.76803,0.978776744589275
432,Brentwood,0.8644714749509943,0.16749811794140715,0.21500493759957315,0.30717490000000003,51.62047000000001,0.9702819417300862
433,Skegness,0.58577368572569,0.17828672455709876,0.4250011399483274,0.337881,53.1464,0.9302631745996273
434,Downham Market,0.7559379811245095,0.16145793713368778,0.3052940868984877,0.385472,52.60661,0.9569159968646141
435,King's Lynn,0.6639836237885387,0.19918094189564686,0.3461932563740342,0.4022963,52.75168000000001,0.9371246518569203
436,Bexhill,0.909214943316044,0.19751715167706047,0.1549080044469049,0.4662071,50.84991,0.9757332425288122
437,Chelmsford,0.8707739246647177,0.18396593690589155,0.19636958470585106,0.4685497,51.73559,0.9701688155712784
438,Mildenhall,0.8292400884743893,0.18064411904192768,0.231761162306913,0.5156095,52.34757000000001,0.9643903504630102
439,Medway,0.8906488037234781,0.13488289217961408,0.22153966191290986,0.5417860999999999,51.40474,0.9764529894849211
440,Braintree,0.8621991301695957,0.214553173456706,0.17769039322649052,0.5509269,51.88009,0.9681570407208523
441,Gillingham,0.8861992280537966,0.13909000718073375,0.22153966191290986,0.551438,51.38632,0.9755148603826672
442,Hastings,0.9615587504897094,0.11995819864318905,0.17823020455697108,0.573453,50.85426,0.9850102421215999
443,Maldon,0.9120316535342544,0.1728023483009697,0.17323135429960396,0.6714479999999999,51.73181,0.9763997697219093
444,Southend,0.9004413792530279,0.16890735085407338,0.1855738296739088,0.7077123000000001,51.54593,0.974980563250117
445,Bury St Edmunds,0.8383326996254775,0.17550318341788124,0.2288893268515345,0.7104931999999999,52.24292,0.9660969075135845
446,Thetford,0.8760472051174969,0.16971605378899338,0.2040674734780184,0.751657,52.41286,0.9716703453180119
447,Ashford,0.835163006051506,0.15842101739670647,0.2455737810651336,0.8750190000000001,51.14647,0.9673719367465504
448,Faversham,0.856729388738561,0.1666206788586272,0.22181660496798367,0.889358,51.31599,0.9693294513860413
449,Colchester,0.8767259304712823,0.18520203068714305,0.1906663243738292,0.891874,51.89593,0.9709876520807307
450,New Romney,0.8127523721335684,0.1505587720585136,0.2697138782297221,0.939473,50.98512,0.9656570691893269
451,Canterbury,0.8497816882208136,0.16401723996011866,0.2294384246345789,1.0789089,51.28023,0.9686524352849447
452,Ipswich,0.9089000516893216,0.1555627156012742,0.1900167986848352,1.14822,52.05674000000001,0.9767774757611897
453,Clacton,0.8935490848866099,0.17788210024052847,0.18353146306355209,1.153035,51.78953,0.9736698818363771
454,Folkestone,0.8133255949408642,0.15347190561114632,0.2668429859296822,1.169456,51.0814,0.9653097043665579
455,Sheringham,0.8019467874705454,0.2357147610953927,0.20744418724114694,1.2109589,52.94442,0.9573130693916907
456,Harwich,0.9056052325569316,0.17770503208192578,0.17420668574524814,1.260297,51.93473,0.9753704721270838
457,Norwich,0.8517954709626748,0.20771983119938767,0.19154231616968365,1.297355,52.63089,0.9664830808070313
458,Cromer,0.8019467874705454,0.2357147610953927,0.20744418724114694,1.301866,52.93145,0.9573130693916907
459,Dover,0.8175286132371298,0.15992432868259476,0.2581792698156665,1.3134027,51.12788,0.9649712638222713
460,Felixstowe,0.9013535030192892,0.17962877110485145,0.17594845786665736,1.351255,51.96173,0.9747182400789626
461,Margate,0.7627686361475731,0.2410636513973247,0.233780203960244,1.3868339,51.38965,0.9498061142270408
462,Ramsgate,0.7770844313562804,0.2282139862584893,0.2332102297965335,1.419895,51.33555,0.9529606532320583
463,Great Yarmouth,0.8656407756030092,0.2014781349527852,0.1858510992058305,1.728047,52.59823000000001,0.9688405802086135
464,Lowestoft,0.8414772295723867,0.19473363236577185,0.210439594183474,1.7534490000000005,52.48114,0.9652827645708599
465,Swaffham,0.8298583287796402,0.19859612802665244,0.216358546886374,0.687481,52.64747,0.9632814777845806
466,Dereham,0.8284948757390083,0.2163896007643442,0.2026444878610285,0.937827,52.68162,0.9623935269085863
467,Ely,0.7880370731792904,0.19384357674013286,0.2531648030824057,0.262363,52.39954,0.9571352015466803
468,March,0.6710779197483452,0.1672822833812169,0.3671254101682811,0.088622,52.55172,0.9447154202007862
469,St Neots,0.8883113567142673,0.1366055959780906,0.22194456575477686,-0.26510300000000003,52.23008,0.976013176779735
470,Banham,0.8827257240833688,0.1357937061655626,0.2270077138135873,1.0402849,52.45125,0.9755025146671673
471,Holt,0.8086255372953812,0.22940002859895234,0.20744418724114694,1.086747,52.90936,0.9586315779840151
472,Cromer,0.8019467874705454,0.2357147610953927,0.20744418724114694,1.301866,52.93145,0.9573130693916907
473,Hunstanton,0.6800380178541703,0.23114012925669986,0.3070239244773441,0.491032,52.93891,0.9351010728482603
474,Horncastle,0.5669810734895647,0.13699786568694775,0.4740741107523373,-0.11245,53.20731,0.9411587814701307
475,Market Weighton,0.4332324710520173,0.06803802521243649,0.6364559138904979,-0.6677465,53.86484,0.9629440548589199
476,Hawes,0.4187130582371745,0.18670634605775707,0.5492574302231009,-2.1968695,54.30383000000001,0.9033105281931417
477,Reeth,0.2600335345730921,0.03950158805821953,0.7962428064907516,-1.9428115,54.38946,0.9748717861625675
478,Aysgarth,0.4476057501427284,0.052549581758330036,0.638033250506157,-1.9967434,54.29159,0.9727827077964262
479,Stanhope,0.17680841637907402,0.2567592418959503,0.6811021488379656,-2.011302,54.74946,0.8305087913709659
480,Keswick,0.37034464242139664,0.49915350200632497,0.3276349882916333,-3.134706,54.60128,0.8419219557610953
481,Oxenholme,0.4280383752238465,0.2163310146033864,0.5173147903189749,-2.7243328,54.30134,0.8938880124511915
