,placename,past_participle,past_participle_was,past_participle_were,present_participle,present_participle_was,present_participle_were,longitude,latitude
327,Faversham,0.4059569939322317,0.20599789966390905,0.01,0.5892587173183421,0.5859517640679639,0.01,0.889358,51.31599
328,Derby,0.8454766618911862,0.14192949777463315,0.01,0.16311302099037886,0.1537950817926311,0.9333240226261312,-1.4746186000000001,52.92253
329,Ashford,0.43837658399397417,0.06571932675298725,0.01,0.5640839516495524,0.320461163187421,0.01,0.8750190000000001,51.14647
330,Thetford,0.4697494970337554,0.1648050030802184,0.01,0.5306384550449733,0.35716604425676796,0.01,0.751657,52.412859999999995
331,Northallerton,0.9234342367534836,0.01,0.01,0.093855191605575,0.01,0.01,-1.429959,54.337959999999995
332,South Shields,0.6150788225729938,0.01,0.01,0.3964372900021767,0.01,0.01,-1.427406,54.99941999999999
333,Bury St Edmunds,0.4795757159469149,0.06455360468475245,0.01,0.5223468823358571,0.4197024573744582,0.01,0.7104931999999999,52.24292
334,Southampton,0.835841560222518,0.01,0.01,0.17881328915863978,0.07394153130283235,0.01,-1.4043508999999998,50.9097
335,Southend,0.3611511916493867,0.3003145935000143,0.01,0.632479375585404,0.4881322129353074,0.01,0.7077123000000001,51.54593
336,Sunderland,0.6257035689722115,0.01,0.01,0.3860114703747757,0.01,0.01,-1.383801,54.90687
337,Maldon,0.3478389399041772,0.5049885435956812,0.01,0.6414997937404385,0.4560054721300669,0.01,0.6714479999999999,51.7318
338,Hastings,0.4816758565570257,0.04930864736133221,0.01,0.5230304678361491,0.2404392469408535,0.01,0.573453,50.85426
339,Gillingham,0.3642290250929264,0.1966615576953028,0.01,0.6296918808960482,0.6393085438511196,0.01,0.551438,51.38632
340,Braintree,0.3525901143508753,0.490829985876856,0.01,0.6397037015112752,0.26593215871315345,0.01,0.5509269,51.88009
341,Stockton,0.7994645349006579,0.01,0.01,0.21550381287293974,0.01,0.01,-1.3289821000000002,54.57046
342,Newbury,0.7372629914293963,0.1019441393182702,0.01,0.2731975411640438,0.08285015472403205,0.01,-1.3231138999999998,51.40141
343,Isle of Wight,0.8488861322024602,0.01,0.01,0.16700747282399245,0.01,0.01,-1.304734,50.69385
344,Abingdon,0.7564611063525553,0.11006651816409392,0.01,0.2552956911175199,0.01,0.01,-1.2879528999999998,51.67078
345,Shetland Islands,0.2317654203791383,0.01,0.01,0.7725738295155273,0.01,0.01,-1.2659409,60.52965
346,Medway,0.35449971583139245,0.20104220308186554,0.01,0.6367540356270999,0.8169364435359355,0.01,0.5417860999999999,51.404740000000004
347,Oxford,0.7478585053231437,0.11210816623691401,0.01,0.26369258261019163,0.01,0.01,-1.2577263,51.75202
348,Middlesbrough,0.7925200930744876,0.01,0.01,0.22231820948202025,0.01,0.01,-1.234956,54.57423000000001
349,Hartlepool,0.7247209269725512,0.01,0.01,0.288847986394885,0.01,0.01,-1.212926,54.69174
350,Loughborough,0.7909654792764785,0.16111129068005053,0.01,0.2132768262295567,0.3928061400478339,0.7945970819279173,-1.206166,52.7721
351,Mildenhall,0.4884538138604253,0.17606444377618474,0.01,0.5117099318449347,0.38156754470070503,0.01,0.5156095,52.34757000000001
352,Nottingham,0.8561983807806054,0.1342185894015554,0.01,0.1529853990428816,0.14543952654188555,0.8826172064094759,-1.1581086,52.95478000000001
353,Chelmsford,0.34175325005512824,0.3736879851851676,0.01,0.6448045097157811,0.8677050502236162,0.01,0.4685497,51.73559
354,Leicester,0.676263637887529,0.06752345306670561,0.01,0.3260643640823485,0.6585168826165552,0.01,-1.1397591999999999,52.63688000000001
355,Bexhill,0.4824063047300432,0.049743465556806525,0.01,0.5222757243287007,0.2425595203848865,0.01,0.4662071,50.849909999999994
356,King's Lynn,0.5379937110650612,0.1091260827231421,0.01,0.4673075820274852,0.1773738519590332,0.01,0.4022963,52.75168000000001
357,Downham Market,0.5242332820294064,0.10307736975013987,0.01,0.4788213668873551,0.3350845126324792,0.01,0.385472,52.606609999999996
358,Portsmouth,0.7792857234601464,0.01,0.01,0.2342588190607266,0.07776717391462011,0.01,-1.0879769,50.81977
359,Skegness,0.7600999248978478,0.5608194638891282,0.01,0.2418705059926264,0.01,0.01,0.337881,53.1464
360,Brentwood,0.3210596147306592,0.44076776382912586,0.01,0.6632699509108411,0.8955315005656066,0.01,0.30717490000000003,51.62047000000001
361,Helmsley,0.9599172456173172,0.01,0.01,0.0580551912356027,0.01,0.01,-1.0562636,54.24651
362,Eastbourne,0.4740158593003066,0.04626224056119374,0.01,0.5308134519464551,0.2255843407138317,0.01,0.29047199999999995,50.768029999999996
363,Reading,0.7025236525027763,0.1411992256836909,0.01,0.30445576148625275,0.22950563172591426,0.01,-0.9781303,51.45426
364,Tunbridge Wells,0.4380830021677549,0.12316395319196198,0.01,0.5606948819880833,0.5004776231108468,0.01,0.26369499999999996,51.13238
365,Petersfield,0.7871918719860577,0.01,0.01,0.2275466581326388,0.01,0.01,-0.93899,51.00759
366,Sevenoaks,0.4453138622225014,0.11577032339162592,0.01,0.5503685849114194,0.7526936893629876,0.01,0.190898,51.27241
367,Melton Mowbray,0.7810635273117439,0.08929020948587682,0.01,0.2237997019256442,0.4353977070478192,0.8807548794968212,-0.887126,52.7664
368,Aylesbury,0.6388825023949667,0.01,0.01,0.37070004310177374,0.17688907263878945,0.01,-0.8084,51.81561
369,Newark-on-Trent,0.8787451885445076,0.2315961025605271,0.01,0.12859361810101844,0.15057478756395856,0.9137815530037048,-0.80657,53.07004000000001
370,Malton,0.9403474656536284,0.2001505276590977,0.01,0.07288281805440196,0.01,0.01,-0.7978970000000001,54.13684
371,Chichester,0.7024557491377479,0.01,0.01,0.3106962077221853,0.01,0.01,-0.774936,50.83761
372,Wisbech,0.5739719125139229,0.12189971264644996,0.01,0.4314444397170205,0.198136147154257,0.01,0.158797,52.66631999999999
373,Milton Keynes,0.6248231502541481,0.01,0.01,0.3836416744206697,0.2404129784720225,0.01,-0.7594171,52.040620000000004
374,Bishop's Stortford,0.3950757781696727,0.1951121522725051,0.01,0.5971545429824578,0.8104582998784748,0.01,0.15365020000000001,51.87216
375,High Wycombe,0.6036581627724721,0.1411403458745973,0.01,0.4014727364323447,0.2294099283131193,0.01,-0.748229,51.628609999999995
376,Cambridge,0.4764205030811136,0.06396797114381672,0.01,0.5231761136012303,0.5891844636154246,0.01,0.12181700000000001,52.20534
377,Kettering,0.6508144419837697,0.048867246224948514,0.01,0.3538922011687424,0.476573784080943,0.01,-0.7302489999999999,52.39632
378,Wellingborough,0.6495734303822353,0.01,0.01,0.35693571669493873,0.4202635573699371,0.01,-0.693964,52.30242
379,Corby,0.6581414953303775,0.05192613635690574,0.01,0.3462341443742935,0.5064053391978616,0.01,-0.6842333,52.4923
380,Bognor Regis,0.6481983086921912,0.01,0.01,0.36393781258806107,0.01,0.01,-0.673061,50.783
381,Scunthorpe,0.978736996907764,0.7015640548637074,0.01,0.024249958223960272,0.01,0.01,-0.654413,53.58865
382,Grantham,0.8278251425637622,0.22129890506005906,0.01,0.1789654711011547,0.14387994966833012,0.8731531136525756,-0.643582,52.912519999999994
383,Whitby,0.8896338443944434,0.01,0.01,0.12702271568306445,0.01,0.01,-0.613347,54.48634000000001
384,Slough,0.4768702387682393,0.01,0.01,0.5267978958441627,0.391084120430028,0.01,-0.5950406,51.51054
385,Uckfield,0.4807835487804176,0.05478383782521745,0.01,0.5258226488414008,0.0890458091931224,0.01,0.095913,50.966409999999996
386,Chatteris,0.5275796624105596,0.13182260762417375,0.01,0.4750932792680468,0.3213972742278053,0.01,0.054012,52.4561
387,Lincoln,0.917066213183287,0.4206145950963915,0.01,0.09090823885165528,0.01,0.01,-0.540579,53.23069
388,Bedford,0.5549492177590161,0.01,0.01,0.4488240121893543,0.4919517124845763,0.01,-0.46677820000000003,52.13864
389,Heathrow,0.3917354805626586,0.01,0.01,0.6060880176452126,0.7071015480600067,0.01,-0.4542955,51.47002
390,Driffield,0.9703949874522676,0.29490665959522305,0.01,0.041326276728186916,0.01,0.01,-0.443377,54.006
391,Beverley,0.9759430555820524,0.5395130902654325,0.01,0.030534431164494023,0.01,0.01,-0.435093,53.84196
392,Luton,0.5225127241203787,0.01,0.01,0.484118137090772,0.2343450446908257,0.01,-0.4200255,51.87867
393,Scarborough,0.9715459639423706,0.1716736221896215,0.01,0.0428910129410147,0.01,0.01,-0.399752,54.28311
394,Worthing,0.6001898252833724,0.01,0.01,0.4110474964282256,0.01,0.01,-0.372882,50.81787
395,Lewes,0.4812042279100852,0.054256897943375314,0.01,0.5266190758955026,0.01,0.01,0.00878,50.873870000000004
396,Hull,0.9702182602416384,0.5692411888576928,0.01,0.03550204933827369,0.01,0.01,-0.3274198,53.767619999999994
397,Louth_Lincs,0.9245392154060884,0.5074281013957922,0.01,0.08167718312950943,0.01,0.01,-0.007711,53.36596
398,Biggleswade,0.52367586615876,0.01,0.01,0.4809727558558907,0.3833432931936765,0.01,-0.26421999999999995,52.08694000000001
399,Peterborough,0.624447476112481,0.12081190281458234,0.01,0.3819615068478791,0.19636801789255887,0.01,-0.2405299,52.5695
400,Welwyn Garden City,0.4082239960965682,0.01,0.01,0.5859686769111998,1.0,0.01,-0.208661,51.80317
401,Bridlington,0.9732114124204064,0.2938823833224493,0.01,0.038584905253175115,0.01,0.01,-0.198802,54.08535
402,Stevenage,0.4566052882079969,0.01,0.01,0.5429681521671437,0.667303497481129,0.01,-0.19661199999999998,51.90376
403,Crawley,0.4770787245950864,0.01,0.01,0.5293143241561702,0.1887868919441996,0.01,-0.18722750000000002,51.109140000000004
404,Huntingdon,0.5424665106208879,0.01,0.01,0.4602752717292443,0.5512669144985912,0.01,-0.182552,52.33146
405,Hove,0.496747487883403,0.0538083554160822,0.01,0.5113767101199143,0.01,0.01,-0.168749,50.82793
406,Spalding,0.7197083063473069,0.26818902393037225,0.01,0.2879034470936517,0.01,0.01,-0.1537024,52.7901
407,Brighton,0.496747487883403,0.0538083554160822,0.01,0.5113767101199143,0.01,0.01,-0.137163,50.82253
408,London,0.4488997581192404,0.0715397464941609,0.01,0.5558555208809288,0.15504121577772076,0.01,-0.12775830000000002,51.50735
409,Grimsby,0.9628508142584952,0.6671872210394175,0.01,0.040590278484322125,0.01,0.01,-0.08078400000000001,53.56746999999999
410,Boston,0.7859784465193072,0.3580266723617285,0.01,0.22090997155529574,0.01,0.01,-0.026576999999999996,52.97894
411,Royston,0.4783519095474394,0.01,0.01,0.5234231317785865,0.533888511538794,0.01,-0.024066,52.048140000000004
412,Midhurst,0.6750931311680617,0.01,0.16671342098110226,0.33650843567692285,0.01,0.01,-0.737274,50.9869
413,Horsham,0.4913309534605191,0.01,0.1743446797247598,0.516782622154065,0.01,0.01,-0.325858,51.06288
414,Mansfield,0.8972979387263058,0.20275844967285267,0.17797414677865414,0.1095283284712806,0.1647820866389848,1.0,-1.198674,53.1472
415,Dorking,0.4637827480410137,0.01,0.18059776889626253,0.5392779250473101,0.3344224922054393,0.01,-0.332378,51.2322
416,Basingstoke,0.6944968664790105,0.1092493704322386,0.19179040319436672,0.313729240699667,0.08878712207982532,0.01,-1.0923964,51.26654
417,Liverpool,0.77008277524509,0.1159686633961804,0.20358631470979988,0.23546172235674825,0.3769916049366054,0.01,-2.9915726,53.40837
418,Nuneaton,0.6313733302879245,0.20427151071837601,0.20491685192123,0.3689641330346423,0.4268873649590967,0.01,-1.465382,52.52049
419,Woking,0.5223185654888178,0.01,0.2081873432835916,0.4835718113165896,0.1927557779376788,0.01,-0.5600349,51.31677
420,Stratford-upon-Avon,0.6807249756871266,0.1818312071900832,0.2128065929683465,0.3240695967240185,0.19703265141335688,0.01,-1.7082979999999999,52.19173
421,Birkenhead,0.7537307702332862,0.12133161669187872,0.21300114293899072,0.25109712204708146,0.3944255246778237,0.01,-3.023009,53.389990000000004
422,Aldershot,0.6213520730031428,0.12214166251918825,0.2144231818163453,0.3862760005746904,0.01,0.01,-0.7557509,51.24837
423,Guildford,0.535108528127263,0.01,0.2176434660957808,0.4735550577372616,0.01,0.01,-0.570409,51.23622
424,Evesham,0.7343612065398669,0.1249624498784074,0.2193751648317348,0.2718752601367787,0.2538929114385576,0.01,-1.9467700000000001,52.09215
425,Wetherby,0.9322347290258596,0.4420775152291854,0.2217370763403548,0.07417377475962589,0.01,0.01,-1.384816,53.92706
426,Leamington Spa,0.648385240887533,0.19114166302687005,0.22370311440774127,0.35470034401258393,0.25890184542274136,0.01,-1.5200789,52.28519
427,Thirsk,0.9451277846317908,0.3867904575448541,0.22634058060857085,0.06270216674281931,0.01,0.01,-1.341377,54.23385
428,Coventry,0.6362033043086979,0.1933989122860636,0.2263448982196469,0.3665472272733718,0.2619592934821621,0.01,-1.519693,52.40682
429,Selby,0.9592299424104559,0.6890080737767729,0.2419146790933587,0.042159947661250925,0.01,0.01,-1.067189,53.783519999999996
430,York,0.9361476243034376,0.5758233118352647,0.25271858975572703,0.06721730878443749,0.01,0.01,-1.0872979,53.95997
431,Banbury,0.6820937883841586,0.01,0.3006916258388345,0.3269323191159142,0.13920166831641512,0.01,-1.339775,52.0629
432,Rugby,0.646748534774076,0.0463483998066522,0.325463780749016,0.3562409087013169,0.4520089331865026,0.01,-1.265032,52.37088
433,Warrington,0.8918452344191813,0.5190296970735923,0.3313350980347264,0.1114423185424571,0.01,0.01,-2.5969501,53.39004
434,Barrow-in-Furness,0.9059595326106948,0.7101863987640994,0.3562150347773669,0.09325817962525504,0.01,0.01,-3.2188939999999997,54.10896999999999
435,Kendal,0.910043499627078,0.6606470100163929,0.35685685360549435,0.09032972548671396,0.01,0.01,-2.74629,54.32801
436,Bicester,0.6727318962754295,0.01,0.3692769768103089,0.3375642133186331,0.01,0.01,-1.1535898999999998,51.8996
437,Oxenholme,0.9144672348229068,0.7246227092056646,0.3914141412140853,0.08437502119633013,0.01,0.01,-2.7243327999999996,54.30134
438,Southport,0.7849436962590361,0.5041527470183707,0.3933576009483217,0.2113826913388865,0.3642005935096931,0.01,-3.010113,53.64571
439,Towcester,0.6822650486386914,0.01,0.40864281560211935,0.3254198723225566,0.1891764079516498,0.01,-0.9896879999999999,52.13511
440,Burnley,0.9383353493205228,0.29482103059521914,0.4140534160582334,0.07020927483577853,0.01,0.01,-2.2405035,53.78929
441,Sedbergh,0.9290614689210837,0.5308628295059483,0.4141977391403961,0.07414824667040339,0.01,0.01,-2.5281740000000004,54.32363
442,Northampton,0.6545937047460141,0.01,0.4285370800796437,0.3496570048398544,0.3967724496225552,0.01,-0.9026559999999999,52.24048
443,Huddersfield,0.9479593536967016,0.44331832907924174,0.4447188724206136,0.05732807232711967,0.01,0.01,-1.7850351000000002,53.64579000000001
444,Colne,0.9190553180299282,0.12671454444666885,0.4449020341969057,0.09261146803161782,0.01,0.01,-2.176991,53.85564
445,Wakefield,0.9539702656405278,0.5750379280625016,0.4486646936108308,0.04852544453714308,0.01,0.01,-1.505924,53.6833
446,Harrogate,0.9181978353920379,0.3930034225087729,0.4599525134081629,0.08753754448146223,0.01,0.01,-1.5418120000000002,53.99211999999999
447,Otley,0.9280896703460664,0.4609123809436778,0.4623685138885665,0.0763312066091853,0.01,0.01,-1.691786,53.90583
448,Halifax,0.9339860401338924,0.3990268134408648,0.4670020037676504,0.07186934057985761,0.01,0.01,-1.8575400000000002,53.727019999999996
449,Retford,0.9788435585646352,0.4707763171395808,0.4722636070305285,0.02477988189250702,0.10931445888682516,0.01,-0.9455030000000001,53.32136
450,Bradford,0.9366538393025079,0.4094043149231547,0.4791473446969161,0.06894890250798065,0.01,0.01,-1.759398,53.79598000000001
451,Castleford,0.9623920423841668,0.7668067247984912,0.4895095320573115,0.03581442928996762,0.01,0.01,-1.345968,53.72346999999999
452,Leeds,0.9213669858539558,0.570425001321383,0.5006987201887769,0.08029508991252005,0.01,0.01,-1.5490774,53.80076
453,Doncaster,1.0,0.6422964501928317,0.5011421467685137,0.01,0.11599894526367174,0.01,-1.128462,53.522819999999996
454,Hawes,0.8875042701954197,0.1443918730520178,0.5069681489434805,0.12279886517160855,0.01,0.01,-2.1968695,54.30383000000001
455,Skipton,0.908740001345751,0.5105775224777535,0.5121905570122322,0.09392252656555324,0.01,0.01,-2.0162787,53.96285
456,Sheffield,0.9872689925133872,0.5204133613054733,0.5220574668488671,0.014961926766448209,0.12084020114733887,0.01,-1.470085,53.38113000000001
457,Worksop,0.9788979893390084,0.5231714273965078,0.5248242633264254,0.0230900950397196,0.1214806199993122,0.01,-1.122745,53.3093
458,Rotherham,0.9883437960818842,0.5998972790454499,0.5265684395622782,0.012127445594030624,0.12188434756930615,0.01,-1.3635008999999998,53.4326
459,Chesterfield,0.9607938563176859,0.3208480102736749,0.5632578942369082,0.04491957110343625,0.13037681976422358,0.01,-1.421629,53.23505
460,Barnsley,0.9888211933100848,0.4898985025586318,0.5733539147383516,0.013983843309328302,0.10617098961463936,0.01,-1.479726,53.55263000000001
461,Aysgarth,0.8713007401705575,0.16558441313025385,0.5813763728121694,0.13777238440369408,0.01,0.01,-1.9967433999999997,54.29159
462,Wigan,0.9348471674091798,0.5193011827463321,0.6077654136536805,0.06751834291869921,0.01,0.01,-2.6325074,53.54506
463,Preston,0.9520522060877058,1.0,0.638374067683188,0.03993555082402083,0.01,0.01,-2.70309,53.7632
464,Gainsborough,0.9714471062948944,0.7110389601232291,0.6808632425607759,0.026956552302060184,0.01,0.01,-0.774465,53.400569999999995
465,Blackpool,0.9238127511987776,0.6790432273581384,0.6811884893914711,0.07439662141288722,0.01,0.01,-3.0356748,53.81751
466,Clitheroe,0.9369380330455,0.5840458055356385,0.6835394484279578,0.06357924775997184,0.01,0.01,-2.3930830000000003,53.8711
467,Keighley,0.9197189562291366,0.4644361778802016,0.6988551636370637,0.08299551778549377,0.01,0.01,-1.9123580000000002,53.8678
468,Morecambe,0.9250236882579259,0.8182642369917393,0.7182431783131387,0.06993389211484186,0.01,0.01,-2.864968,54.074169999999995
469,Lancaster,0.9305191227966062,0.8190067667781367,0.7188949395300743,0.06452107393094961,0.01,0.01,-2.8007399,54.046569999999996
470,Blackburn,0.956546571842753,0.6645671315847531,1.0,0.0406069272381629,0.01,0.01,-2.487529,53.748580000000004
